PersonID,SessionNumber,MemberCode,LastName,MiddleName,FirstName,FormalName,ShortName,SessionContact,InterimContact,Chamber,District,Seat,Party,Phone,EMail,Building,Room,Comment,IsActive,IsMajority
Andy Josephson:28,34,JOS,Josephson,,Andy,Representative Andy Josephson,Josephson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13,,D,4654939,Representative.Andy.Josephson@akleg.gov,CAPITOL,505,,true,true
Scott Kawasaki:25,34,KAW,Kawasaki,,Scott,Senator Scott Kawasaki,Kawasaki,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,P,,D,4653466,Senator.Scott.Kawasaki@akleg.gov,CAPITOL,119,,true,true
Jesse Kiehl:31,34,KIE,Kiehl,,Jesse,Senator Jesse Kiehl,Kiehl,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,B,,D,4654947,Senator.Jesse.Kiehl@akleg.gov,CAPITOL,514,,true,true
Chuck Kopp:30,34,KOP,Kopp,,Chuck,Representative Chuck Kopp,Kopp,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,10,,R,4653892,Representative.Chuck.Kopp@akleg.gov,CAPITOL,204,Majority Leader,true,true
Kevin McCabe:32,34,MCA,McCabe,,Kevin,Representative Kevin McCabe,McCabe,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,30,,R,4652679,Representative.Kevin.McCabe@akleg.gov,CAPITOL,13,,true,false
Donna Mears:33,34,MEA,Mears,,Donna,Representative Donna Mears,Mears,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,21,,D,4653438,Representative.Donna.Mears@akleg.gov,CAPITOL,102,,true,true
Kelly Merrick:31,34,MRR,Merrick,,Kelly,Senator Kelly Merrick,Merrick,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,L,,R,4653777,Senator.Kelly.Merrick@akleg.gov,CAPITOL,504,,true,true
Genevieve Mina:33,34,MNA,Mina,,Genevieve,Representative Genevieve Mina,Mina,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,19,,D,4653424,Representative.Genevieve.Mina@akleg.gov,CAPITOL,416,,true,true
Elexie Moore:34,34,MOO,Moore,,Elexie,Representative Elexie Moore,Moore,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,28,,R,4654833,Representative.Elexie.Moore@akleg.gov,CAPITOL,430,,true,false
David Nelson:32,34,NED,Nelson,,David,Representative David Nelson,Nelson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,18,,R,4654998,Representative.David.Nelson@akleg.gov,CAPITOL,426,,true,false
Donald Olson:22,34,OLS,Olson,,Donald,Senator Donald Olson,Olson,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,T,,D,4653707,Senator.Donald.Olson@akleg.gov,CAPITOL,508,,true,true
Mike Prax:31,34,PRA,Prax,,Mike,Representative Mike Prax,Prax,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,33,,R,4654797,Representative.Mike.Prax@akleg.gov,CAPITOL,428,,true,false
George Rauscher:30,34,RAU,Rauscher,,George,Representative George Rauscher,Rauscher,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,29,,R,4654859,Representative.George.Rauscher@akleg.gov,CAPITOL,110,,true,false
Justin Ruffridge:33,34,RUF,Ruffridge,,Justin,Representative Justin Ruffridge,Ruffridge,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,R,4652693,Representative.Justin.Ruffridge@akleg.gov,CAPITOL,424,,true,false
Dan Saddler:27,34,SAD,Saddler,,Dan,Representative Dan Saddler,Saddler,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,24,,R,4653783,Representative.Dan.Saddler@akleg.gov,CAPITOL,104,,true,false
Calvin Schrage:32,34,SCG,Schrage,,Calvin,Representative Calvin Schrage,Schrage,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,12,,N,4654931,Representative.Calvin.Schrage@akleg.gov,CAPITOL,410,,true,true
Rebecca Schwanke:34,34,SCW,Schwanke,,Rebecca,Representative Rebecca Schwanke,Schwanke,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,36,,R,4652327,Representative.Rebecca.Schwanke@akleg.gov,CAPITOL,409,,true,false
Mike Shower:30,34,SHO,Shower,,Mike,Senator Mike Shower,Shower,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,4656600,Senator.Mike.Shower@akleg.gov,CAPITOL,9,Minority Leader,true,false
Gary Stevens:22,34,STG,Stevens,,Gary,Senator Gary Stevens,Stevens,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,C,,R,4654925,Senator.Gary.Stevens@akleg.gov,CAPITOL,111,Senate President,true,true
Andi Story:31,34,STO,Story,,Andi,Representative Andi Story,Story,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,3,,D,4653744,Representative.Andi.Story@akleg.gov,CAPITOL,403,,true,true
Louise Stutes:29,34,STS,Stutes,,Louise,Representative Louise Stutes,Stutes,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,5,,R,4652487,Representative.Louise.Stutes@akleg.gov,CAPITOL,216,,true,true
Cathy Tilton:29,34,TLT,Tilton,,Cathy,Representative Cathy Tilton,Tilton,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,26,,R,4652199,Representative.Cathy.Tilton@akleg.gov,CAPITOL,421,,true,false
Frank Tomaszewski:33,34,TMZ,Tomaszewski,,Frank,Representative Frank Tomaszewski,Tomaszewski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,34,,R,4654457,Representative.Frank.Tomaszewski@akleg.gov,CAPITOL,405,,true,false
Jubilee Underwood:34,34,UND,Underwood,,Jubilee,Representative Jubilee Underwood,Underwood,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,27,,R,4652186,Representative.Jubilee.Underwood@akleg.gov,CAPITOL,112,,true,false
Sarah Vance:31,34,VAN,Vance,,Sarah,Representative Sarah Vance,Vance,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,6,,R,4652689,Representative.Sarah.Vance@akleg.gov,CAPITOL,114,,true,false
Bill Wielechowski:25,34,WIE,Wielechowski,,Bill,Senator Bill Wielechowski,Wielechowski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,D,4652435,Senator.Bill.Wielechowski@akleg.gov,CAPITOL,103,,true,true
Steve Cowper:9,10,Cow,Cowper,,Steve,Representative Steve Cowper,Cowper,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,,Representative.Steve.Cowper@akleg.gov,,,,true,false
Clark Gruening:9,10,Gru,Gruening,,Clark,Representative Clark Gruening,Gruening,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,D,,Representative.Clark.Gruening@akleg.gov,,,,true,false
Russ Meekins:1,10,Mee,Meekins,,Russ,Representative Russ Meekins,Meekins,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,D,,Representative.Russ.Meekins@akleg.gov,,,,true,false
Bill Miles:10,10,MiB,Miles,,Bill,Representative Bill Miles,Miles,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,D,,Representative.Bill.Miles@akleg.gov,,,,true,false
Mike M Miller:7,10,MiM,Miller,,M.,Representative M. Miller,Miller,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4,,D,,Representative.M..Miller@akleg.gov,,,,true,false
Joseph Orsini:8,10,Ors,Orsini,,Joseph,Senator Joseph Orsini,Orsini,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,H,,R,,Senator.Joseph.Orsini@akleg.gov,,,,true,false
Patrick Rodey:9,10,Rod,Rodey,,Patrick,Senator Patrick Rodey,Rodey,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,G,,D,,Senator.Patrick.Rodey@akleg.gov,,,,true,false
Don Bennett:10,11,Ben,Bennett,,Don,Senator Don Bennett,Bennett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,R,,Senator.Don.Bennett@akleg.gov,,,,true,false
Bettye Fahrenkamp:11,11,Fah,Fahrenkamp,,Bettye,Senator Bettye Fahrenkamp,Fahrenkamp,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,O,,D,,Senator.Bettye.Fahrenkamp@akleg.gov,,,,true,false
Tim Kelly:10,11,Kel,Kelly,,Tim,Senator Tim Kelly,Kelly,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F,,R,,Senator.Tim.Kelly@akleg.gov,,,,true,false
Bill Miles:10,11,MiB,Miles,,Bill,Representative Bill Miles,Miles,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,7,,D,,Representative.Bill.Miles@akleg.gov,,,"""Resigned October 15, 1980""",false,false
Clem Tillion:3,11,Til,Tillion,,Clem,Senator Clem Tillion,Tillion,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K,,R,,Senator.Clem.Tillion@akleg.gov,,,Senate President,true,false
Ramona Barnes:11,12,Bar,Barnes,,Ramona,Representative Ramona Barnes,Barnes,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,10,,R,,Representative.Ramona.Barnes@akleg.gov,,,,true,false
George Hohman:5,12,Hoh,Hohman,,George,Senator George Hohman,Hohman,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,M,,D,,Senator.George.Hohman@akleg.gov,,,"""Expelled on February 5, 1982""",true,false
Ray Metcalfe:11,12,Met,Metcalfe,,Ray,Representative Ray Metcalfe,Metcalfe,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,11,,R,,Representative.Ray.Metcalfe@akleg.gov,,,,true,false
Brian Rogers:11,12,Rog,Rogers,,Brian,Representative Brian Rogers,Rogers,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,20,,D,,Representative.Brian.Rogers@akleg.gov,,,,true,false
John Cowdery:13,13,Cow,Cowdery,,John,Representative John Cowdery,Cowdery,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,8-A,,R,,Representative.John.Cowdery@akleg.gov,,,,true,false
Adelheid Herrmann:13,13,Her,Herrmann,,Adelheid,Representative Adelheid Herrmann,Herrmann,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,26,,D,,Representative.Adelheid.Herrmann@akleg.gov,,,,true,false
Jalmar Kerttula:2,13,Ker,Kerttula,,Jalmar,Senator Jalmar Kerttula,Kerttula,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,I,,D,,Senator.Jalmar.Kerttula@akleg.gov,,,Senate President,true,false
John Liska:13,13,Lis,Liska,,John,Representative John Liska,Liska,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,15-A,,R,,Representative.John.Liska@akleg.gov,,,,true,false
Bob Mulcahy:11,13,Mul,Mulcahy,,Bob,Senator Bob Mulcahy,Mulcahy,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,N,,R,,Senator.Bob.Mulcahy@akleg.gov,,,,true,false
Richard Shultz:13,13,Shu,Shultz,,Richard,Representative Richard Shultz,Shultz,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,17,,R,,Representative.Richard.Shultz@akleg.gov,,,,true,false
Arliss Sturgulewski:11,13,Stu,Sturgulewski,,Arliss,Senator Arliss Sturgulewski,Sturgulewski,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,F-A,,R,,Senator.Arliss.Sturgulewski@akleg.gov,,,,true,false
Jerry Ward:13,13,War,Ward,,Jerry,Representative Jerry Ward,Ward,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,13-A,,R,,Representative.Jerry.Ward@akleg.gov,,,,true,false
Don Bennett:10,14,Ben,Bennett,,Don,Senator Don Bennett,Bennett,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",S,K-A,,R,,Senator.Don.Bennett@akleg.gov,,,Senate President,true,false
Henry Boucher:14,14,Bou,Boucher,,H.,Representative H. Boucher,Boucher,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,10-A,,D,,Representative.H..Boucher@akleg.gov,,,,true,false
Jim Duncan:9,14,Dun,Duncan,,Jim,Representative Jim Duncan,Duncan,"{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}","{'tollFree': NULL, 'Street': NULL, 'Room': NULL, 'City': NULL, 'State': NULL, 'Zip': NULL, 'Phone': NULL, 'Fax': NULL, 'POBox': NULL}",H,4-B,,D,,Representative.Jim.Duncan@akleg.gov,,,,true,false
